epoch phase free0_mb o5 o6 o7 o8 o9 o10 d_pgscan_kswapd d_pgsteal_kswapd d_pgsteal_file d_refault_file d_compact_stall kswapd0_jiffies oom_kill d_pswpout d_pgsteal_direct d_pgscan_direct file_pages_mb
1789572330 C 15081 30290 27744 395 0 0 0 0 0 0 448 0 99244 23 0 0 0 3924
1789572331 C 15073 30290 27744 395 0 0 0 0 0 0 464 0 99244 23 0 0 0 3926
1789572332 C 15073 30290 27744 395 0 0 0 0 0 0 410 0 99244 23 0 0 0 3928
1789572334 C 15071 30290 27744 395 0 0 0 0 0 0 386 0 99244 23 0 0 0 3929
1789572335 C 15073 30290 27744 395 0 0 0 0 0 0 421 0 99244 23 0 0 0 3931
1789572336 C 15068 30290 27744 395 0 0 0 0 0 0 452 0 99244 23 0 0 0 3933
1789572337 C 15069 30290 27744 395 0 0 0 0 0 0 436 0 99244 23 0 0 0 3935
1789572338 C 15068 30290 27744 395 0 0 0 0 0 0 384 0 99244 23 0 0 0 3936
1789572339 C 15068 30290 27744 395 0 0 0 0 0 0 443 0 99244 23 0 0 0 3938
1789572340 C 15061 30263 27744 395 0 0 0 0 0 0 404 0 99244 23 0 0 0 3939
1789572341 C 15058 30261 27744 395 0 0 0 0 0 0 485 0 99244 23 0 0 0 3941
1789572343 C 15059 30261 27744 395 0 0 0 0 0 0 453 0 99244 23 0 0 0 3943
1789572344 C 15059 30262 27744 395 0 0 0 0 0 0 441 0 99244 23 0 0 0 3945
1789572345 C 15060 30267 27744 395 0 0 0 0 0 0 434 0 99244 23 0 0 0 3946
1789572346 C 15060 30271 27744 395 0 0 0 0 0 0 447 0 99244 23 0 0 0 3948
1789572347 C 15053 30271 27744 395 0 0 0 0 0 0 327 0 99244 23 0 0 0 3949
1789572348 C2 15055 30276 27744 395 0 0 0 0 0 0 550 0 99244 23 0 0 0 3952
1789572349 C2 15056 30276 27744 395 0 0 0 0 0 0 403 0 99244 23 0 0 0 3953
1789572350 C2 15057 30276 27744 395 0 0 0 0 0 0 423 0 99244 23 0 0 0 3955
1789572352 C2 15053 30279 27744 395 0 0 0 0 0 0 438 0 99244 23 0 0 0 3957
1789572353 C2 15053 30282 27744 395 0 0 0 0 0 0 428 0 99244 23 0 0 0 3958
1789572354 C2 15052 30283 27744 395 0 0 0 0 0 0 420 0 99244 23 0 0 0 3960
1789572355 C2 15051 30283 27744 395 0 0 0 0 0 0 446 0 99244 23 0 0 0 3962
1789572356 C2 15049 30283 27744 395 0 0 0 0 0 0 505 0 99244 23 0 0 0 3964
1789572357 C2 15043 30283 27744 395 0 0 0 0 0 0 429 0 99244 23 0 0 0 3965
1789572358 C2 15038 30283 27744 395 0 0 0 0 0 0 450 0 99244 23 0 0 0 3967
1789572360 C2 15038 30283 27744 395 0 0 0 0 0 0 414 0 99244 23 0 0 0 3969
1789572361 C2 15037 30280 27744 395 0 0 0 0 0 0 428 0 99244 23 0 0 0 3970
1789572362 C2 15036 30280 27744 395 0 0 0 0 0 0 355 0 99244 23 0 0 0 3972
1789572363 C2 15030 30280 27744 395 0 0 0 0 0 0 500 0 99244 23 0 0 0 3974
1789572364 C2 15028 30280 27744 395 0 0 0 0 0 0 442 0 99244 23 0 0 0 3975
1789572365 C2 15027 30280 27744 395 0 0 0 0 0 0 425 0 99244 23 0 0 0 3977
1789572366 C2 15019 30280 27744 395 0 0 0 0 0 0 439 0 99244 23 0 0 0 3979
1789572367 C2 15020 30280 27744 395 0 0 0 0 0 0 401 0 99244 23 0 0 0 3980
1789572369 C2 15011 30280 27744 395 0 0 0 0 0 0 444 0 99244 23 0 0 0 3982
